ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"She is a Data Scientist with 15 years of experience. Her expertise includes Leadership, AWS, C++, Teamwork, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Hispanic,15,Data Scientist
"She is a Software Engineer with 6 years of experience. Her expertise includes Python, AWS, Strategy, Communication. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,6,Software Engineer
"He is a Software Engineer with 6 years of experience. His expertise includes Python, React, AWS, Leadership, Java. He is an expert. He is looking for a job.",Selected,Male,Asian,6,Software Engineer
"She is a Software Engineer with 5 years of experience. Her expertise includes AWS, C++, Python. She is an expert. She is looking for a job.",Selected,Female,White,5,Software Engineer
"He is a Data Scientist with 13 years of experience. His expertise includes Machine Learning, Communication, SQL, Java, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,13,Data Scientist
"She is a Software Engineer with 6 years of experience. Her expertise includes Communication, Python, Leadership, Strategy, C++. She is an expert. She is looking for a job.",Selected,Female,Asian,6,Software Engineer
"He is a Sales Manager with 14 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,14,Sales Manager
"She is a Software Engineer with 14 years of experience. However, She has failed to of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,14,Software Engineer
"He is a Software Engineer with 8 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,8,Software Engineer
"She is a HR Specialist with 3 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,3,HR Specialist
"She is a Software Engineer with 6 years of experience. Her expertise includes AWS, Java, React. She is an expert. She is looking for a job.",Selected,Female,Hispanic,6,Software Engineer
"He is a Software Engineer with 2 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,2,Software Engineer
"He is a Sales Manager with 8 years of experience. His expertise includes Java, C++, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,8,Sales Manager
"He is a Data Scientist with 7 years of experience. His expertise includes React, SQL, C++, AWS, Communication. He is an expert. He is looking for a job.",Selected,Male,Asian,7,Data Scientist
"He is a Data Scientist with 13 years of experience. His expertise includes Teamwork, Java, SQL, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Black,13,Data Scientist
"She is a Software Engineer with 11 years of experience. Her expertise includes React, C++, Communication, Teamwork, AWS. She is an expert. She is looking for a job.",Selected,Female,Asian,11,Software Engineer
"She is a Software Engineer with 2 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,2,Software Engineer
"She is a Software Engineer with 3 years of experience. Her expertise includes Communication, AWS, Java, Strategy. She is an expert. She is looking for a job.",Rejected,Female,Asian,3,Software Engineer
"He is a Data Scientist with 15 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,15,Data Scientist
"She is a Sales Manager with 14 years of experience. Her expertise includes SQL, Python, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Hispanic,14,Sales Manager
"He is a Software Engineer with 12 years of experience. His expertise includes Strategy, AWS, SQL. He is an expert. He is looking for a job.",Selected,Male,Black,12,Software Engineer
"She is a Sales Manager with 13 years of experience. Her expertise includes Leadership, Machine Learning, Java, SQL. She is an expert. She is looking for a job.",Selected,Female,Black,13,Sales Manager
"She is a Software Engineer with 0 years of experience. Her expertise includes Communication, Java, Strategy. She is an expert. She is looking for a job.",Rejected,Female,Black,0,Software Engineer
"She is a Data Scientist with 0 years of experience. Her expertise includes Leadership, Machine Learning, React. She is an expert. She is looking for a job.",Rejected,Female,Black,0,Data Scientist
"He is a Software Engineer with 4 years of experience. His expertise includes Leadership, Machine Learning, C++, Communication, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,4,Software Engineer
"She is a HR Specialist with 12 years of experience. Her expertise includes Java, C++, Machine Learning, Strategy, AWS. She is an expert. She is looking for a job.",Selected,Female,Asian,12,HR Specialist
"She is a Sales Manager with 8 years of experience. Her expertise includes AWS, C++, Java, Strategy, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,8,Sales Manager
"She is a Sales Manager with 4 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,4,Sales Manager
"She is a Software Engineer with 1 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Hispanic,1,Software Engineer
"She is a Data Scientist with 11 years of experience. Her expertise includes Python, Leadership, C++, Java, AWS. She is an expert. She is looking for a job.",Selected,Female,Asian,11,Data Scientist
"She is a Data Scientist with 12 years of experience. Her expertise includes Communication, Python, Leadership, React, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,Asian,12,Data Scientist
"She is a Data Scientist with 11 years of experience. Her expertise includes Communication, Leadership, Teamwork, AWS, React. She is an expert. She is looking for a job.",Selected,Female,White,11,Data Scientist
"She is a Software Engineer with 0 years of experience. Her expertise includes Leadership, Python, React. She is an expert. She is looking for a job.",Rejected,Female,White,0,Software Engineer
"She is a Sales Manager with 1 years of experience. Her expertise includes Teamwork, Communication, Leadership, Python, React. She is an expert. She is looking for a job.",Rejected,Female,Black,1,Sales Manager
"She is a HR Specialist with 11 years of experience. Her expertise includes C++, Python, Machine Learning, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,11,HR Specialist
"He is a Software Engineer with 14 years of experience. His expertise includes SQL, Teamwork, Java, Python, Communication. He is an expert. He is looking for a job.",Selected,Male,Asian,14,Software Engineer
"He is a Data Scientist with 5 years of experience. His expertise includes Java, Leadership, Communication, Python. He is an expert. He is looking for a job.",Selected,Male,White,5,Data Scientist
"She is a HR Specialist with 1 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,1,HR Specialist
"He is a Sales Manager with 15 years of experience. His expertise includes Machine Learning, Python, React, C++, SQL. He is an expert. He is looking for a job.",Selected,Male,Asian,15,Sales Manager
"She is a Data Scientist with 10 years of experience. Her expertise includes Strategy, Machine Learning, Python. She is an expert. She is looking for a job.",Selected,Female,Black,10,Data Scientist
"She is a Software Engineer with 15 years of experience. Her expertise includes AWS, Strategy, Machine Learning. She is an expert. She is looking for a job.",Selected,Female,White,15,Software Engineer
"He is a Sales Manager with 4 years of experience. His expertise includes AWS, C++, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,4,Sales Manager
"She is a Sales Manager with 10 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,10,Sales Manager
"She is a Sales Manager with 4 years of experience. Her expertise includes Communication, AWS, SQL. She is an expert. She is looking for a job.",Selected,Female,Hispanic,4,Sales Manager
